sg_uf,cd_municipio,nm_municipio,jair_bolsonaro_1turno,jair_bolsonaro_2turno,lula_1turno,lula_2turno,queda_lula_percentual,aumento_bolsonaro_percentual,diferenca_lula_votos,diferenca_bolsonaro_votos,sigla_partido_prefeito_2020
PI,11770,RIBEIRO GONÇALVES,876,989,3063,2979,-2.74240940254652,12.8995433789954,-84,113,PT
PI,11819,SANTA CRUZ DO PIAUÍ,518,628,3770,3709,-1.61803713527852,21.2355212355212,-61,110,PTB
PI,11835,SANTA FILOMENA,853,1036,2961,2927,-1.14826072272881,21.4536928487691,-34,183,PP
PI,11878,SANTO ANTÔNIO DE LISBOA,793,1031,3698,3617,-2.19037317468902,30.0126103404792,-81,238,PP
PI,11894,SANTO INÁCIO DO PIAUÍ,344,360,2330,2263,-2.87553648068669,4.65116279069768,-67,16,REPUBLICANOS
PI,11916,SÃO FÉLIX DO PIAUÍ,566,712,2163,1953,-9.70873786407767,25.7950530035336,-210,146,PP
PI,11932,SÃO FRANCISCO DO PIAUÍ,1090,1227,3104,3074,-0.966494845360821,12.5688073394495,-30,137,PP
PI,11975,SÃO JOÃO DA SERRA,782,856,4026,4008,-0.447093889716843,9.46291560102301,-18,74,PDT
PI,12009,SÃO JOÃO DA FRONTEIRA,539,652,3127,3039,-2.81419891269588,20.9647495361781,-88,113,PP
PI,12017,SÃO JOSÉ DO PEIXE,303,319,1983,1943,-2.01714573877962,5.28052805280528,-40,16,PP
PI,12025,SÃO JOÃO DA VARJOTA,422,533,2530,2454,-3.00395256916997,26.303317535545,-76,111,PP
PI,12050,SÃO JULIÃO,1170,1227,2885,2860,-0.866551126516468,4.87179487179488,-25,57,PSB
PI,12084,ALVORADA DO GURGUÉIA,545,631,2826,2823,-0.106157112526539,15.7798165137615,-3,86,MDB
PI,12157,SIMPLÍCIO MENDES,1030,1241,6451,6432,-0.29452798015811,20.4854368932039,-19,211,PSD
PI,12165,CARIDADE DO PIAUÍ,355,383,3257,3133,-3.80718452563709,7.88732394366196,-124,28,PSD
PI,12173,SOCORRO DO PIAUÍ,510,513,2523,2465,-2.29885057471264,0.588235294117645,-58,3,MDB
PI,12300,RIACHO FRIO,299,340,2846,2832,-0.491918482080112,13.7123745819398,-14,41,PP
PI,12343,CAJAZEIRAS DO PIAUÍ,313,368,2280,2203,-3.37719298245615,17.5718849840256,-77,55,PP
PI,12394,JATOBÁ DO PIAUÍ,643,733,4332,4294,-0.877192982456143,13.9968895800933,-38,90,PSD
PI,12408,JOCA MARQUES,563,683,3035,2982,-1.74629324546952,21.3143872113677,-53,120,MDB
PI,12416,JUAZEIRO DO PIAUÍ,693,759,3458,3420,-1.0989010989011,9.52380952380953,-38,66,
PI,12432,LAGOINHA DO PIAUÍ,368,421,1965,1960,-0.254452926208648,14.4021739130435,-5,53,PTB
PI,12491,PEDRO LAURENTINO,638,654,1552,1543,-0.579896907216493,2.5078369905956,-9,16,PP
PI,12548,VILA NOVA DO PIAUÍ,369,414,1873,1849,-1.281366791244,12.1951219512195,-24,45,PSD
PI,12564,WALL FERRAZ,574,675,2665,2576,-3.33958724202627,17.595818815331,-89,101,PP
PI,12580,CURRALINHOS,484,523,3390,3344,-1.35693215339233,8.05785123966942,-46,39,MDB
PI,12599,PORTO ALEGRE DO PIAUÍ,279,312,1209,1204,-0.413564929693966,11.8279569892473,-5,33,MDB
PI,12629,SÃO LUIS DO PIAUÍ,267,375,1908,1831,-4.0356394129979,40.4494382022472,-77,108,PP
PI,12653,SANTO ANTÔNIO DOS MILAGRES,216,244,1262,1223,-3.09033280507132,12.962962962963,-39,28,PSD
PR,74055,AGUDOS DO SUL,3608,4051,2377,2343,-1.43037442153976,12.2782705099778,-34,443,
PR,74160,BOM SUCESSO DO SUL,1428,1558,914,901,-1.42231947483589,9.10364145658262,-13,130,PSDB
PR,74209,CAFEZAL DO SUL,1759,1986,1234,1222,-0.972447325769854,12.9050596930074,-12,227,PSB
PR,74241,CRUZEIRO DO IGUAÇU,1194,1323,1598,1543,-3.44180225281602,10.8040201005025,-55,129,PSDB
PR,74268,DIAMANTE DO SUL,1137,1178,1201,1181,-1.66527893422148,3.60598065083553,-20,41,PSB
PR,74284,ENTRE RIOS DO OESTE,2159,2240,771,768,-0.389105058365757,3.75173691523854,-3,81,PSD
PR,74365,HONÓRIO SERPA,1284,1436,2060,2034,-1.2621359223301,11.8380062305296,-26,152,PSC
PR,74403,IRACEMA DO OESTE,826,952,923,916,-0.758396533044425,15.2542372881356,-7,126,PP
PR,74543,MAUÁ DA SERRA,3074,3373,2340,2292,-2.05128205128206,9.72674040338322,-48,299,PSD
PR,74551,BITURUNA,3737,4306,5378,5366,-0.223131275567123,15.2261172063152,-12,569,PSDB
PR,74748,RIO BONITO DO IGUAÇU,2485,2699,6039,5869,-2.81503560192085,8.61167002012073,-170,214,PDT
PR,74888,TUNAS DO PARANÁ,1848,2109,1943,1942,-0.0514668039114818,14.1233766233766,-1,261,PP
PR,74926,ALTO PARAÍSO,1138,1293,935,908,-2.88770053475936,13.6203866432338,-27,155,PSD
PR,74985,LARANJAL,1068,1187,2344,2326,-0.767918088737196,11.1423220973783,-18,119,PL
PR,75060,SAUDADE DO IGUAÇU,1638,1827,2344,2334,-0.426621160409557,11.5384615384615,-10,189,PSD
PR,75108,ARAPUÃ,1045,1222,1349,1344,-0.370644922164565,16.9377990430622,-5,177,MDB
PR,75116,MANGUEIRINHA,4459,5130,5683,5604,-1.39011085694175,15.0482170890334,-79,671,PSDB
PR,75167,BOM JESUS DO SUL,1165,1361,1658,1553,-6.33293124246079,16.8240343347639,-105,196,PP
PR,75248,CORONEL DOMINGOS SOARES,1356,1528,2383,2377,-0.251783466219047,12.6843657817109,-6,172,PT
PR,75345,FERNANDES PINHEIRO,1912,2315,2116,2072,-2.07939508506616,21.0774058577406,-44,403,PSD
PR,75361,FOZ DO JORDÃO,1079,1170,2098,2059,-1.85891325071497,8.43373493975903,-39,91,PSB
PR,75388,GOIOXIM,1267,1475,2666,2635,-1.16279069767442,16.4167324388319,-31,208,MDB
PR,75469,MANFRINÓPOLIS,712,778,1609,1569,-2.48601615910503,9.26966292134832,-40,66,PSC
PR,75485,MARQUINHO,1171,1273,1727,1716,-0.636942675159236,8.71050384286933,-11,102,PODE
PR,75540,PORTO BARREIRO,1085,1188,1349,1306,-3.18754633061527,9.4930875576037,-43,103,PL
PR,75647,SERRANÓPOLIS DO IGUAÇU,2403,2590,1012,1001,-1.08695652173914,7.78193924261339,-11,187,PDT
PR,75671,GENERAL CARNEIRO,2676,3101,3472,3452,-0.576036866359442,15.881913303438,-20,425,PSDB
PR,75710,GUAÍRA,11413,12496,5649,5627,-0.389449460081426,9.48917900639621,-22,1083,DEM
PR,75736,GUAIRAÇÁ,2089,2381,1689,1673,-0.947306098283007,13.9779798946865,-16,292,PP
PR,75850,GUARAQUEÇABA,2593,2765,2299,2271,-1.21792083514571,6.63324334747397,-28,172,PSC
PR,76015,INAJÁ,646,738,1127,1110,-1.50842945874001,14.2414860681115,-17,92,PSD
PR,76970,MARUMBI,1412,1599,1530,1525,-0.326797385620914,13.2436260623229,-5,187,PSD
PR,77038,MIRADOR,548,596,1022,1011,-1.07632093933464,8.75912408759123,-11,48,PSD
PR,77151,NOVA ALIANÇA DO IVAÍ,529,610,589,569,-3.3955857385399,15.3119092627599,-20,81,PSB
PR,77178,NOVA AMÉRICA DA COLINA,1223,1375,1184,1154,-2.53378378378378,12.4284546197874,-30,152,PSD
PR,77836,PORTO RICO,1206,1322,820,796,-2.92682926829269,9.61857379767828,-24,116,PSD
PR,78379,SALTO DO LONTRA,3047,3463,5562,5557,-0.0898957209636841,13.6527732195602,-5,416,PDT
PR,78573,SANTO ANTÔNIO DO SUDOESTE,5465,6124,6056,5984,-1.1889035667107,12.0585544373285,-72,659,PL
PR,78654,SANTO INÁCIO,1688,1832,1875,1862,-0.693333333333335,8.53080568720379,-13,144,PV
PR,78816,SÃO JORGE D OESTE,3277,3688,3006,2955,-1.69660678642715,12.5419591089411,-51,411,PSC
PR,79553,QUEDAS DO IGUAÇU,9992,10962,7261,7106,-2.13469219115824,9.70776621297038,-155,970,PSD
PR,79790,NOVA SANTA ROSA,4804,5062,867,843,-2.7681660899654,5.37052456286429,-24,258,MDB
PR,79871,TRÊS BARRAS DO PARANÁ,3858,4217,3094,3072,-0.71105365223012,9.30533955417314,-22,359,PL
PR,84654,DOURADINA,3083,3536,1898,1878,-1.05374077976818,14.6934803762569,-20,453,PSL
RJ,59056,SÃO SEBASTIÃO DO ALTO,3025,3251,2690,2677,-0.483271375464689,7.4710743801653,-13,226,SOLIDARIEDADE
RN,16047,CAIÇARA DO NORTE,1184,1308,2746,2695,-1.85724690458849,10.472972972973,-51,124,PSDB
RN,16055,AFONSO BEZERRA,1884,1942,5383,5344,-0.724503065205273,3.07855626326965,-39,58,PT
RN,16098,ALEXANDRIA,1129,1292,7344,7312,-0.435729847494548,14.4375553587245,-32,163,PSD
RN,16110,ALMINO AFONSO,652,676,3318,3289,-0.874020494273664,3.68098159509203,-29,24,MDB
RN,16128,TRIUNFO POTIGUAR,859,898,2244,2240,-0.178253119429594,4.54016298020954,-4,39,PP
RN,16144,FERNANDO PEDROZA,663,669,1793,1778,-0.836586726157274,0.904977375565608,-15,6,MDB
RN,16179,ANTÔNIO MARTINS,602,621,3915,3892,-0.5874840357599,3.15614617940199,-23,19,PSD
RN,16268,RIO DO FOGO,2813,2993,4766,4680,-1.80444817456987,6.39886242445789,-86,180,DEM
RN,16373,CAIÇARA DO RIO DO VENTO,714,731,2200,2169,-1.4090909090909,2.38095238095237,-31,17,REPUBLICANOS
RN,16993,JANDAÍRA,1151,1236,3289,3269,-0.608087564609305,7.38488271068636,-20,85,MDB
RN,17019,JANDUÍS,579,628,2802,2795,-0.249821556031404,8.4628670120898,-7,49,PSOL
RN,17078,JARDIM DE ANGICOS,450,464,1785,1736,-2.74509803921569,3.11111111111111,-49,14,DEM
RN,17159,JOÃO DIAS,368,376,1887,1672,-11.3937466878643,2.17391304347827,-215,8,PP
RN,17213,MESSIAS TARGINO,884,1063,2687,2528,-5.91737997767027,20.2488687782805,-159,179,PL
RN,17493,MAXARANGUAPE,2139,2449,4925,4883,-0.852791878172587,14.4927536231884,-42,310,PSDB
RN,17515,FRUTUOSO GOMES,475,529,2653,2634,-0.716170373162461,11.3684210526316,-19,54,MDB
RN,17736,PARAÚ,811,851,2515,2431,-3.33996023856858,4.93218249075216,-84,40,PP
RN,17892,PEDRA GRANDE,695,743,2405,2290,-4.78170478170478,6.90647482014388,-115,48,PSDB
RN,17914,PEDRA PRETA,680,704,1802,1733,-3.82907880133185,3.52941176470589,-69,24,PP
RN,17930,PEDRO AVELINO,1058,1149,3395,3319,-2.23858615611193,8.60113421550095,-76,91,MDB
RN,17990,PILÕES,294,318,2345,2339,-0.255863539445633,8.16326530612246,-6,24,MDB
RN,18112,RIACHO DA CRUZ,362,563,1811,1665,-8.06184428492546,55.5248618784531,-146,201,PP
RN,18198,RUY BARBOSA,1304,1391,1701,1613,-5.17342739564962,6.67177914110428,-88,87,PSDB
RN,18317,SÃO BENTO DO NORTE,617,677,2198,2188,-0.454959053685167,9.72447325769854,-10,60,PSD
RN,18732,TABOLEIRO GRANDE,500,536,1743,1714,-1.66379804934022,7.20000000000001,-29,36,PSD
RN,18791,TENENTE ANANIAS,1280,1351,4700,4674,-0.553191489361704,5.546875,-26,71,PSD
RN,18830,TIMBAÚBA DOS BATISTAS,562,686,1424,1404,-1.40449438202247,22.0640569395018,-20,124,PL
RN,18910,VÁRZEA,1202,1338,2540,2523,-0.669291338582678,11.3144758735441,-17,136,MDB
RN,18937,RAFAEL GODEIRO,958,1103,1767,1714,-2.99943406904357,15.1356993736952,-53,145,MDB
RO,19,GUAJARÁ-MIRIM,12157,13001,7028,6838,-2.7034718269778,6.94250226207123,-190,844,MDB
RO,78,ARIQUEMES,36941,39901,10539,10513,-0.246702723218517,8.01277713110093,-26,2960,PATRIOTA
RO,159,JARU,20725,22611,6846,6813,-0.482033304119189,9.10012062726175,-33,1886,PSDB
RO,213,COSTA MARQUES,3883,4220,2551,2425,-4.93923951391612,8.67885655421066,-126,337,REPUBLICANOS
RO,256,ESPIGÃO DO OESTE,12531,13595,4277,4212,-1.51975683890577,8.49094246269253,-65,1064,PODE
RO,310,ALTA FLORESTA D OESTE,9034,9768,3976,3959,-0.427565392354123,8.12486163382775,-17,734,PODE
RO,434,NOVA MAMORÉ,9627,10226,3037,2897,-4.60981231478432,6.22208372286279,-140,599,DEM
RO,450,CABIXI,2206,2405,1136,1106,-2.64084507042254,9.02085222121487,-30,199,PP
RO,477,CANDEIAS DO JAMARI,7449,8101,5124,4887,-4.62529274004684,8.75285273191033,-237,652,PATRIOTA
RO,493,ITAPUÃ DO OESTE,2481,2736,1707,1642,-3.80785002929115,10.2781136638452,-65,255,MDB
RO,515,NOVO HORIZONTE DO OESTE,3127,3422,1853,1849,-0.21586616297895,9.43396226415094,-4,295,MDB
RO,531,CASTANHEIRAS,1236,1356,887,862,-2.8184892897407,9.70873786407767,-25,120,PP
RO,590,THEOBROMA,3519,3816,1785,1784,-0.0560224089635852,8.43989769820972,-1,297,PSD
RO,612,GOVERNADOR JORGE TEIXEIRA,3415,3625,1543,1540,-0.194426441996109,6.1493411420205,-3,210,PP
RO,620,CACAULÂNDIA,2046,2210,723,692,-4.28769017980636,8.01564027370478,-31,164,DEM
RO,639,ALTO PARAÍSO,6020,6410,2042,1995,-2.30166503428012,6.47840531561461,-47,390,DEM
RO,647,RIO CRESPO,1640,1752,599,590,-1.50250417362271,6.82926829268293,-9,112,PSD
RO,663,MONTE NEGRO,4969,5308,1816,1763,-2.91850220264317,6.82229824914469,-53,339,PSD
RO,680,CUJUBIM,5603,5818,1810,1729,-4.47513812154696,3.8372300553275,-81,215,DEM
RO,701,PARECIS,1346,1405,957,904,-5.53814002089864,4.38335809806836,-53,59,PSB
RO,728,PRIMAVERA DE RONDÔNIA,1486,1630,581,559,-3.78657487091222,9.69044414535667,-22,144,REPUBLICANOS
RO,752,TEIXEIRÓPOLIS,1746,1888,1106,1100,-0.542495479204341,8.13287514318441,-6,142,PT
RO,787,PIMENTEIRAS DO OESTE,902,943,502,495,-1.39442231075697,4.54545454545454,-7,41,PP
RO,795,SÃO FRANCISCO DO GUAPORÉ,6162,6530,2633,2574,-2.24078997341436,5.97208698474521,-59,368,MDB
RO,809,CHUPINGUAIA,3137,3352,1683,1586,-5.76351752822341,6.85368186165125,-97,215,DEM
RS,84794,SÃO JORGE,1507,1707,443,434,-2.03160270880361,13.271400132714,-9,200,MDB
RS,84816,NOVA HARTZ,6476,7367,4634,4602,-0.690548122572288,13.7584928968499,-32,891,PP
RS,84840,TUNAS,864,996,1703,1690,-0.763358778625956,15.2777777777778,-13,132,PTB
RS,84875,QUINZE DE NOVEMBRO,1848,2113,890,881,-1.01123595505618,14.3398268398268,-9,265,MDB
RS,84883,DOUTOR MAURÍCIO CARDOSO,1937,2103,1166,1141,-2.14408233276158,8.56995353639649,-25,166,PP
RS,84921,BOQUEIRÃO DO LEÃO,2086,2455,2056,2032,-1.16731517509727,17.6893576222435,-24,369,PL
RS,84948,ÁGUA SANTA,1601,1868,859,815,-5.12223515715948,16.6770768269831,-44,267,MDB
RS,84964,IBIRAPUITÃ,1388,1580,1309,1299,-0.763941940412527,13.8328530259366,-10,192,MDB
RS,84972,IBARAMA,1276,1529,1393,1378,-1.07681263460158,19.8275862068966,-15,253,MDB
RS,84980,PANTANO GRANDE,2225,2643,3814,3725,-2.33350812794966,18.7865168539326,-89,418,PTB
RS,85006,TRINDADE DO SUL,1736,2029,2226,2204,-0.988319856244379,16.8778801843318,-22,293,PT
RS,85081,EREBANGO,1078,1249,834,803,-3.71702637889688,15.8627087198516,-31,171,MDB
RS,85146,PAVERAMA,2526,2788,1895,1858,-1.95250659630607,10.3721298495645,-37,262,PSB
RS,85260,LAGOÃO,1029,1241,2392,2374,-0.752508361204018,20.6025267249757,-18,212,PDT
RS,85456,BOM JESUS,2740,3260,3086,3048,-1.23136746597537,18.978102189781,-38,520,MDB
RS,85464,CRISTAL,2153,2491,2397,2275,-5.08969545264915,15.6990246168137,-122,338,PSDB
RS,85472,BOM RETIRO DO SUL,4563,4991,2831,2830,-0.0353232073472265,9.37979399517861,-1,428,PL
RS,85480,SÃO MIGUEL DAS MISSÕES,1986,2226,2488,2458,-1.20578778135049,12.0845921450151,-30,240,PP
RS,85510,BRAGA,787,877,1354,1304,-3.69276218611522,11.43583227446,-50,90,MDB
RS,85570,CACEQUI,2573,2897,3569,3528,-1.14878117119641,12.5923047026817,-41,324,MDB
RS,85588,SÃO JOSÉ DO HERVAL,637,729,803,785,-2.24159402241594,14.4427001569859,-18,92,PDT
RS,85600,VISTA ALEGRE,831,947,1174,1155,-1.61839863713799,13.9590854392298,-19,116,PT
RS,85634,CACIQUE DOBLE,1772,1998,1306,1290,-1.22511485451761,12.7539503386005,-16,226,PDT
RS,85715,CAMBARÁ DO SUL,2318,2580,1343,1340,-0.223380491437086,11.3028472821398,-3,262,MDB
RS,85723,TUPANDI,2560,2862,801,768,-4.11985018726592,11.796875,-33,302,PTB
RS,85790,CAMPO NOVO,1411,1535,1634,1622,-0.734394124847004,8.78809355067327,-12,124,PSB
RS,85812,CANDELÁRIA,9158,10324,7320,7249,-0.96994535519126,12.7320375627866,-71,1166,PSB
RS,85901,ITACURUBI,847,1008,1042,1035,-0.671785028790783,19.0082644628099,-7,161,PDT
RS,85944,CERRO GRANDE DO SUL,2481,2915,2638,2637,-0.03790750568613,17.4929463925836,-1,434,PSL
RS,85960,CAMARGO,1170,1358,753,747,-0.796812749003983,16.0683760683761,-6,188,MDB
RS,85987,PARAÍSO DO SUL,2371,2758,1696,1662,-2.00471698113207,16.3222269084774,-34,387,PDT
RS,86045,AMARAL FERRADOR,1474,1757,1757,1746,-0.626067159931698,19.1994572591588,-11,283,PDT
RS,86070,CIRÍACO,1556,1800,1258,1248,-0.794912559618444,15.681233933162,-10,244,PT
RS,86088,CERRO BRANCO,1463,1722,1131,1116,-1.3262599469496,17.7033492822966,-15,259,PDT
RS,86100,ANDRÉ DA ROCHA,658,733,327,320,-2.14067278287462,11.3981762917933,-7,75,PTB
RS,86142,TRÊS PALMEIRAS,1228,1453,1792,1765,-1.50669642857143,18.3224755700326,-27,225,MDB
RS,86150,CORONEL BICACO,1996,2255,2501,2430,-2.83886445421832,12.9759519038076,-71,259,PSB
RS,86274,DOM FELICIANO,3205,3746,4379,4272,-2.44348024663165,16.8798751950078,-107,541,PTB
RS,86290,DOM PEDRITO,8323,9878,11541,11319,-1.92357681310111,18.6831671272378,-222,1555,PP
RS,86304,AMETISTA DO SUL,2454,2797,2173,2121,-2.3930050621261,13.9771801140994,-52,343,PP
RS,86363,BARRA DO GUARITA,847,948,1119,1091,-2.50223413762288,11.9244391971665,-28,101,PT
RS,86410,ERVAL GRANDE,1388,1600,1819,1817,-0.109950522264979,15.2737752161383,-2,212,PTB
RS,86436,ERVAL SECO,1784,2061,2379,2375,-0.168137873055907,15.5269058295964,-4,277,PSDB
RS,86444,BOM PROGRESSO,788,860,983,921,-6.30722278738556,9.13705583756346,-62,72,PP
RS,86487,CANDIOTA,1654,1974,4114,4090,-0.583373845405932,19.3470374848851,-24,320,MDB
RS,86649,COXILHA,1123,1269,1009,983,-2.57680872150644,13.0008904719501,-26,146,PP
RS,86665,DERRUBADAS,939,1130,1040,1034,-0.576923076923075,20.3407880724175,-6,191,MDB
RS,86681,DOIS IRMÃOS DAS MISSÕES,678,749,840,835,-0.595238095238093,10.4719764011799,-5,71,MDB
RS,86746,GENTIL,881,996,349,341,-2.29226361031518,13.0533484676504,-8,115,PDT
RS,86800,HULHA NEGRA,1243,1439,2307,2292,-0.650195058517555,15.7683024939662,-15,196,PP
RS,86827,INHACORÁ,708,762,789,775,-1.7743979721166,7.6271186440678,-14,54,PTB
RS,86843,ITAPUCA,806,874,558,553,-0.896057347670254,8.43672456575682,-5,68,DEM
RS,86908,LINDOLFO COLLOR,1915,2156,1629,1613,-0.982197667280538,12.5848563968668,-16,241,PP
RS,86916,HORIZONTINA,7489,8192,3813,3577,-6.18935221610281,9.38710108158634,-236,703,PDT
RS,86940,MANOEL VIANA,1697,1986,2312,2271,-1.77335640138409,17.0300530347672,-41,289,PDT
RS,87025,MATO CASTELHANO,1553,1764,590,552,-6.44067796610169,13.586606567933,-38,211,PP
RS,87068,MINAS DO LEÃO,1950,2319,2573,2557,-0.621842207539836,18.9230769230769,-16,369,PP
RS,87076,ILÓPOLIS,2019,2231,679,659,-2.94550810014728,10.5002476473502,-20,212,MDB
RS,87106,MORMAÇO,1129,1279,917,897,-2.18102508178845,13.2860938883968,-20,150,PP
RS,87157,ITATIBA DO SUL,1021,1186,1803,1683,-6.65557404326124,16.1606268364349,-120,165,PT
RS,87246,NOVA SANTA RITA,7164,8152,6538,6473,-0.994187825022941,13.7911781127862,-65,988,PT
RS,87289,NOVO MACHADO,1544,1693,941,938,-0.318809776833151,9.6502590673575,-3,149,PP
RS,87297,LAJEADO,29372,31987,16705,16271,-2.59802454354984,8.90303690589678,-434,2615,PP
RS,87319,LAVRAS DO SUL,1376,1669,2618,2584,-1.2987012987013,21.2936046511628,-34,293,PDT
RS,87343,PASSO DO SOBRADO,2052,2324,1907,1876,-1.6255899318301,13.2553606237817,-31,272,PP
RS,87408,PINHEIRINHO DO VALE,1416,1569,1439,1421,-1.25086865879083,10.8050847457627,-18,153,MDB
RS,87475,MIRAGUAÍ,1306,1477,2007,1935,-3.58744394618834,13.093415007657,-72,171,PT
RS,87556,NÃO-ME-TOQUE,6727,7522,3489,3315,-4.98710232158212,11.818046677568,-174,795,DEM
RS,87564,SAGRADA FAMÍLIA,706,867,955,937,-1.8848167539267,22.8045325779037,-18,161,PT
RS,87629,SANTA TEREZA,963,1051,390,389,-0.256410256410256,9.13811007268952,-1,88,PTB
RS,87645,SANTO ANTÔNIO DO PALMA,746,872,740,730,-1.35135135135135,16.8900804289544,-10,126,PSB
RS,87726,SÃO JOSÉ DOS AUSENTES,1345,1525,878,832,-5.23917995444191,13.3828996282528,-46,180,PSB
RS,87750,PAIM FILHO,1537,1720,1521,1484,-2.43261012491782,11.9063109954457,-37,183,PT
RS,87777,PALMEIRA DAS MISSÕES,9062,10337,9066,8979,-0.959629384513572,14.0697417788568,-87,1275,PT
RS,87793,PALMITINHO,1883,2215,2701,2692,-0.333209922251021,17.6314391927775,-9,332,PDT
RS,87866,SÃO VALÉRIO DO SUL,613,684,1068,1049,-1.77902621722846,11.5823817292007,-19,71,PP
RS,87890,PEJUÇARA,1412,1567,1008,983,-2.48015873015873,10.9773371104816,-25,155,MDB
RS,87947,SINIMBU,2579,3072,2761,2649,-4.05650126765664,19.115936409461,-112,493,DEM
RS,87963,TIRADENTES DO SUL,1446,1604,1941,1934,-0.360638845955696,10.926694329184,-7,158,PSDB
RS,87971,PLANALTO,3066,3448,2806,2779,-0.962223806129725,12.4592302674494,-27,382,MDB
RS,87980,TRAVESSEIRO,836,952,706,701,-0.708215297450421,13.8755980861244,-5,116,MDB
RS,88005,TRÊS FORQUILHAS,1046,1250,1073,1069,-0.372786579683126,19.5028680688337,-4,204,PP
RS,88056,PORTO XAVIER,2969,3319,3051,3010,-1.343821697804,11.7884809700236,-41,350,REPUBLICANOS
RS,88064,VALE DO SOL,3047,3683,3186,3091,-2.98179535467671,20.8729898260584,-95,636,PP
RS,88110,REDENTORA,1614,1848,3128,3061,-2.14194373401535,14.4981412639405,-67,234,MDB
RS,88218,RODEIO BONITO,1958,2251,2053,1977,-3.70189965903556,14.9642492339122,-76,293,PTB
RS,88234,ROLANTE,7558,8717,4721,4709,-0.254183435712774,15.3347446414395,-12,1159,PP
RS,88250,RONDA ALTA,2626,2890,3246,3244,-0.0616142945163323,10.0533130236101,-2,264,PDT
RS,88269,CHUVISCA,2059,2356,1191,1155,-3.02267002518891,14.4244779018941,-36,297,PSB
RS,88285,ESPERANÇA DO SUL,953,1077,1411,1340,-5.03189227498229,13.0115424973767,-71,124,MDB
RS,88293,ROQUE GONZALES,2027,2348,2148,2119,-1.35009310986964,15.836211149482,-29,321,PP
RS,88323,HERVEIRAS,674,764,1303,1298,-0.383729854182657,13.353115727003,-5,90,PTB
RS,88358,SANANDUVA,6807,7685,3341,3273,-2.03531876683628,12.8984868517702,-68,878,PP
RS,88366,FAZENDA VILANOVA,1406,1593,1153,1132,-1.8213356461405,13.3001422475107,-21,187,PDT
RS,88374,SANTA BÁRBARA DO SUL,3088,3543,2136,2086,-2.34082397003745,14.7344559585492,-50,455,
RS,88420,BENJAMIN CONSTANT DO SUL,582,646,1021,1010,-1.07737512242899,10.9965635738832,-11,64,CIDADANIA
RS,88447,MAÇAMBARÁ,1321,1535,1420,1404,-1.12676056338028,16.1998485995458,-16,214,PSDB
RS,88471,SANTA ROSA,28139,30871,15136,14897,-1.57901691331924,9.70894488077045,-239,2732,PP
RS,88480,UNISTALDA,956,1102,972,923,-5.04115226337448,15.2719665271966,-49,146,PP
RS,88544,MUITOS CAPÕES,1332,1462,647,641,-0.927357032457499,9.75975975975976,-6,130,DEM
RS,88595,SANTO AUGUSTO,4160,4761,4228,4222,-0.141911069063383,14.4471153846154,-6,601,DEM
RS,88625,BARRA DO QUARAÍ,871,1000,1299,1220,-6.08160123171671,14.8105625717566,-79,129,PDT
RS,88684,NOVO CABRAIS,1565,1741,1214,1197,-1.4003294892916,11.2460063897764,-17,176,PT
RS,88722,TABAÍ,1582,1758,1424,1372,-3.65168539325843,11.1251580278129,-52,176,DEM
RS,88811,SÃO LUIZ GONZAGA,8397,9966,9815,9629,-1.8950585838003,18.6852447302608,-186,1569,PP
RS,88820,MARQUES DE SOUZA,1660,1825,988,978,-1.01214574898786,9.93975903614457,-10,165,PP
RS,88846,CHUÍ,920,1068,1989,1973,-0.804424333836096,16.0869565217391,-16,148,DEM
RS,88862,ARARICÁ,2732,3117,1615,1558,-3.52941176470588,14.0922401171303,-57,385,PSL
RS,88870,SÃO NICOLAU,1112,1298,1884,1870,-0.743099787685775,16.726618705036,-14,186,PP
RS,88889,PASSA SETE,1286,1507,1524,1523,-0.0656167979002587,17.1850699844479,-1,221,PTB
RS,88994,SAPIRANGA,28177,31721,18216,18034,-0.999121651295565,12.5776342406928,-182,3544,PP
RS,89060,BOA VISTA DO INCRA,976,1083,756,718,-5.02645502645502,10.9631147540984,-38,107,PP
RS,89117,SERTÃO,2442,2730,1428,1393,-2.45098039215687,11.7936117936118,-35,288,MDB
RS,89176,SOBRADINHO,4269,4985,3718,3717,-0.0268961807423307,16.7720777699695,-1,716,MDB
RS,89192,SOLEDADE,7667,9030,8637,8329,-3.56605302767165,17.7774879353072,-308,1363,MDB
RS,89214,TAPEJARA,9687,11109,3259,3239,-0.61368517950291,14.6794673273459,-20,1422,PP
RS,89230,TAPERA,3382,3842,2783,2772,-0.395256916996045,13.6014192785334,-11,460,MDB
RS,89265,JACUIZINHO,636,729,912,898,-1.53508771929824,14.622641509434,-14,93,PP
RS,89281,LAGOA BONITA DO SUL,760,894,996,985,-1.10441767068273,17.6315789473684,-11,134,PP
RS,89290,TAQUARI,7731,8695,6903,6763,-2.02810372301898,12.4692795239943,-140,964,PDT
RS,89311,TENENTE PORTELA,3373,3836,4483,4430,-1.1822440330136,13.7266528313075,-53,463,PSDB
RS,89389,QUATRO IRMÃOS,775,857,523,514,-1.7208413001912,10.5806451612903,-9,82,PP
RS,89397,TRÊS DE MAIO,8922,9889,4997,4957,-0.8004802881729,10.8383770455055,-40,967,PP
RS,89451,TUCUNDUVA,2469,2701,1242,1240,-0.161030595813205,9.39651680842446,-2,232,PDT
